,0
636,24
7229,8
11858,27
10008,20
11149,22
5609,2
6013,24
8495,26
2970,8
9406,28
12184,12
3885,10
13110,15
10377,10
4771,9
6210,21
9623,27
8083,3
6248,26
12538,28
7405,2
10505,26
1840,7
12217,16
9871,2
3673,12
8337,7
13427,27
4698,28
13406,24
3320,24
5192,6
2272,5
12624,11
4254,28
4773,9
9049,12
4709,1
847,22
6138,12
5544,22
5526,19
7553,21
5461,11
13301,11
7176,2
6045,28
4597,15
1417,10
6491,28
3848,6
604,20
7492,13
7337,22
2078,8
8713,26
2311,9
10435,17
4343,11
8947,27
1982,24
7145,26
4466,27
199,25
485,5
3270,17
4724,3
2823,17
4551,9
5336,24
3245,14
4453,25
9390,26
6717,28
3749,21
2202,24
6775,7
10968,28
2794,14
13109,15
10989,2
10425,16
524,10
9431,3
947,7
10378,10
9265,11
10649,16
1280,21
122,16
4366,14
6018,25
10144,9
2302,8
12122,4
10104,4
1005,14
3460,13
5837,2
10070,27
12072,26
3055,18
3566,26
9505,13
2132,15
7747,17
6825,14
6237,24
229,1
7753,18
4001,25
13124,17
9432,4
10221,18
3007,12
7220,7
4587,14
4221,24
4305,7
8241,23
8612,13
2750,8
7952,15
6351,10
4376,16
2944,5
7923,11
2718,4
3362,1
12239,18
7049,14
7593,26
13095,13
5230,10
11737,12
4161,17
12459,18
10349,6
7947,14
11063,11
5322,22
5561,24
13405,24
11803,20
11901,4
8410,16
4867,21
7505,15
1017,16
10068,27
6193,19
11942,9
1928,18
350,16
7615,28
12560,3
10109,4
13165,22
2500,5
13005,2
8653,18
564,15
1582,2
5545,22
2175,20
8902,21
13413,25
3933,16
2707,3
13272,8
5211,8
7182,2
3535,22
6735,2
8665,20
2397,20
3739,20
10507,26
821,19
2063,6
9081,16
81,11
5419,6
8870,17
12445,16
2697,2
831,20
4574,12
3826,3
8134,9
9201,3
2833,19
8899,21
12494,22
7978,18
11883,2
8023,23
48,7
12129,5
5912,12
8462,22
10272,25
5942,15
10099,3
4095,8
2689,1
12109,2
12812,6
4845,18
5210,8
10499,25
2373,17
5676,10
8655,18
2758,9
9272,12
2488,4
13030,5
6684,24
3880,10
8888,20
10164,11
8582,9
4934,1
12334,2
6598,13
8119,7
5235,11
3945,18
10607,10
2164,19
2886,25
11230,4
13081,12
516,9
10476,22
6347,10
5666,9
172,22
639,24
6161,15
7859,3
5065,18
1143,3
9671,5
9558,19
13250,5
1832,6
8722,27
7713,13
3686,13
5700,13
10192,15
8030,24
4537,8
12956,24
8671,20
834,21
2486,3
12190,12
9906,7
8231,21
6880,21
11849,26
11998,16
5467,12
10419,15
65,9
12859,12
6088,6
9139,23
2024,2
7771,20
354,17
5360,27
10952,26
8061,28
4762,8
7514,16
10891,18
12481,21
7852,2
8777,6
4568,12
3127,27
5863,5
309,11
8546,5
7254,11
12615,9
12501,23
4354,13
11043,9
8922,24
6648,20
3587,1
5857,5
2583,15
11124,19
2770,11
4812,14
9684,7
9157,25
5087,20
7173,1
5171,3
12600,8
3209,10
8348,8
3905,13
11091,15
7838,28
12924,20
12930,21
9230,6
7794,23
2379,18
9368,24
8608,13
12678,17
4169,18
7401,2
13185,25
3428,9
4421,21
1101,26
11239,5
6400,17
12819,7
3250,15
4409,20
4140,14
3557,25
709,5
118,15
2022,1
4598,15
5903,10
5910,11
11647,28
6946,1
12945,23
9652,3
5227,10
7225,8
4681,26
5003,10
6073,4
7149,26
4273,3
5739,18
5470,12
5816,28
12502,23
87,11
13375,20
3382,3
10778,4
8872,18
403,23
13248,5
3350,27
11192,28
6148,13
9481,10
2241,1
12640,13
10826,10
8822,11
1027,17
13044,7
7438,6
5517,18
2436,25
12482,21
9085,16
5298,19
1278,20
2042,4
8681,22
5157,1
1425,11
5027,13
5281,17
8271,26
1502,20
13093,13
11514,12
11015,5
6639,18
13347,17
678,1
5851,4
12336,3
5265,15
12492,22
11024,7
5053,16
8144,11
9680,7
1070,22
13171,23
2480,3
11172,25
3392,5
1099,26
5484,14
8158,12
10705,23
418,25
8494,26
5819,28
6393,16
1947,20
3336,26
2299,8
9634,1
13368,20
13142,19
208,27
11888,3
3682,13
10051,25
6672,23
13060,9
528,11
5329,23
779,14
722,7
10347,6
8531,3
1860,9
11402,26
12852,11
11387,24
12192,13
1992,26
2332,12
10536,2
8893,20
7919,10
3459,13
12830,8
8129,9
8854,15
10566,5
8374,11
5492,15
11418,28
4518,5
8015,22
5138,27
6699,26
11199,28
257,5
10234,20
12436,15
11580,20
10734,26
8607,12
3625,6
702,4
3189,7
503,7
11852,26
5441,9
2556,12
848,23
2248,2
5616,3
372,19
11902,4
5317,21
7528,18
5303,19
4052,3
3937,17
13296,11
10024,22
4076,6
997,13
4332,10
9494,11
1176,8
13022,4
551,13
4840,18
4372,15
3497,18
12092,28
6069,3
13338,16
12718,22
12216,16
5176,4
5829,1
13314,13
8936,26
3588,1
10298,28
12811,6
693,3
2533,9
5011,11
3443,11
982,11
9679,6
5943,15
12654,14
4222,24
91,12
5652,7
2266,4
9632,1
6508,2
8532,3
12531,27
261,5
3337,26
5497,16
11608,24
7305,18
3626,6
445,28
5111,23
5965,18
3555,25
2194,23
10447,18
11489,9
8167,13
11773,16
2867,23
2526,8
12704,21
7741,16
9174,27
1168,7
4144,15
5149,28
84,11
3149,2
8034,25
880,27
8327,5
6874,20
13088,13
1467,16
9825,25
5641,6
8449,21
452,1
4326,9
4044,2
10393,12
4137,14
3039,16
7589,25
11889,3
5825,1
8354,9
579,17
5236,11
9425,3
12505,24
6536,6
5587,27
10576,7
2467,1
4157,16
8484,25
413,24
402,23
4428,22
2084,9
3057,19
10061,26
164,21
13344,17
4302,6
8736,1
10043,24
3317,23
10770,3
3934,16
1847,7
10601,10
1334,27
10327,3
9243,8
753,11
3064,20
7465,10
706,5
3491,17
4573,12
13238,3
5580,26
10115,5
3151,2
12576,5
3799,27
4022,27
7729,15
1074,23
8990,4
7325,20
3438,10
8197,17
12013,18
8937,26
2429,24
246,3
3815,1
6922,26
3632,7
8961,1
2262,3
2246,1
835,21
5064,18
432,27
10315,2
1173,7
9933,10
9659,4
4656,23
5289,18
3757,22
9024,9
250,4
6213,21
13152,21
12886,15
6442,22
6504,2
3407,6
2729,6
13306,12
7884,6
433,27
7030,11
10913,21
12220,16
9468,8
13061,9
10297,28
13388,22
10035,23
5629,4
4002,25
4753,7
1332,27
8840,14
12231,17
6679,23
1443,13
3681,13
6290,3
4310,7
4899,25
6749,4
7677,8
11944,10
10606,10
7583,24
2569,14
9621,27
4277,3
3666,11
7297,17
13310,12
2446,26
9988,17
5802,26
3657,10
10845,12
3172,5
1223,13
6991,6
4166,17
544,13
1204,11
6660,21
7645,4
12241,19
2637,22
13016,4
6657,21
11180,26
9148,24
11720,10
877,26
10900,19
196,25
13099,14
3383,3
4379,16
9270,11
9630,28
2997,11
3908,13
2571,14
12561,3
11596,22
12596,7
12876,14
5721,16
4969,6
4711,1
4163,17
6260,27
12196,13
10095,2
2682,28
12016,19
2508,6
8261,25
1510,21
4314,8
10673,19
5356,26
5972,19
1244,16
6734,2
11881,2
11847,25
4121,12
11471,6
4995,9
9740,14
6821,13
1876,11
7899,8
5262,14
254,4
11519,12
4511,4
8313,4
5159,1
11095,15
759,11
5481,14
654,26
5297,19
5812,27
5288,18
2892,26
3401,6
5636,5
1420,10
3044,17
2830,18
9886,4
328,14
12250,20
253,4
12112,3
6159,14
5323,22
7704,12
4377,16
6022,25
5092,21
5377,1
3019,14
3029,15
2636,22
10735,26
8171,14
3018,14
2945,5
3659,10
9512,14
8518,1
10746,28
2663,25
12306,27
5378,1
12426,14
1362,3
6904,24
5533,20
3481,16
12947,23
6255,26
9851,28
11918,6
11391,24
5112,24
5940,15
11435,2
8373,11
9102,18
2880,25
5839,2
3381,3
12041,22
1302,23
9928,10
4957,4
4836,17
7433,6
8565,7
5720,16
6994,7
8624,15
942,6
10962,27
3235,13
3257,16
12966,25
9950,12
176,23
435,27
9257,10
308,11
1565,28
3964,20
2135,15
8076,2
11800,20
8282,28
4977,7
7367,25
12018,19
595,19
13258,6
4625,19
5332,23
9063,13
12181,11
12741,25
2623,20
8634,16
4572,12
10190,14
12303,26
231,1
179,23
6388,15
737,9
12921,20
12917,19
9842,27
3865,8
5865,6
6057,2
7556,21
109,14
5705,14
7341,22
1321,26
5935,14
1995,26
7731,15
8085,3
7496,14
13092,13
800,17
13245,4
2086,9
5501,16
6200,20
10723,25
69,9
5367,27
5682,11
7735,15
9107,19
5170,3
1680,15
377,20
1469,16
5961,18
2603,18
4181,19
8019,23
7665,7
10434,17
12711,21
4505,4
10359,7
4230,25
12182,11
3091,23
2726,5
477,4
1329,27
2283,6
3732,19
12965,25
5873,7
7822,26
751,10
12643,13
12356,5
13324,14
873,26
10236,20
8886,19
8759,3
4564,11
1545,26
739,9
11508,11
2683,28
10306,1
9930,10
5121,25
13392,23
3518,20
10662,17
2354,15
11347,19
12520,26
773,13
6454,23
11845,25
5200,7
10626,13
641,25
11896,4
7197,4
7475,11
3203,9
4309,7
5204,7
6249,26
865,25
5516,18
11353,20
12862,12
11366,21
13289,10
9306,16
8447,20
9043,11
962,9
9811,23
9969,15
9057,13
9411,1
7139,25
3309,22
2166,19
363,18
10284,26
3723,18
2825,18
10534,1
3597,2
4726,3
546,13
2940,4
471,3
1641,10
9485,10
3338,26
6664,22
1172,7
12335,2
5273,16
6085,5
12512,25
6497,1
11547,16
8225,21
3364,1
11588,21
6800,11
11498,10
1410,9
8469,23
7247,10
6752,5
9999,18
2694,1
815,18
6500,1
2131,15
1797,1
4575,12
5190,5
3122,27
5853,4
5365,27
9720,12
4275,3
12440,16
3089,23
11318,15
12805,5
13436,28
8615,13
5253,13
237,2
1532,24
12658,15
6954,2
3410,7
2831,18
12246,19
1535,24
3879,9
5302,19
11190,27
7063,15
1299,23
6273,1
5499,16
8285,28
6627,17
11667,3
10766,2
1480,18
2793,14
1601,5
13147,20
5091,21
2329,12
7191,3
6844,16
8296,2
7450,8
3661,10
10111,4
555,14
4825,16
1163,6
5680,11
8596,11
4715,2
397,22
10442,18
2506,6
11827,23
10668,18
8845,14
8250,24
7799,23
10325,3
723,7
300,10
11288,12
11758,14
4294,5
6575,10
4185,20
7879,5
6745,4
13216,1
3142,1
8917,23
11884,2
8506,28
3205,9
4955,4
4582,13
12180,11
12867,13
8200,18
13162,22
10562,5
1152,5
12922,20
1212,12
4503,3
11035,8
13042,7
5894,9
12376,8
5427,7
8473,24
7720,14
665,28
12114,3
5994,22
642,25
12425,14
3767,23
4272,3
6123,10
12412,12
786,15
2857,22
6112,9
9534,16
3202,9
8466,23
11802,20
9260,10
4187,20
11874,1
12280,24
4824,16
6067,3
2905,28
4626,19
11291,12
996,13
12813,6
9611,26
6408,18
6250,26
8180,15
5523,19
6275,1
7195,4
156,20
10680,20
3085,22
9362,23
1552,27
8678,21
8400,15
8720,27
3795,27
495,6
7603,27
2321,11
7750,17
7781,21
151,19
9525,15
10214,17
12030,20
9193,2
1738,22
3001,12
11921,7
10864,15
8310,3
12104,2
11796,19
2883,25
3720,18
11841,25
11468,6
7007,8
5471,12
7288,16
8698,24
2276,5
4823,15
4704,1
4461,26
343,15
7608,28
4136,14
9691,8
12865,13
7748,17
2223,26
4196,21
2584,16
10390,11
9941,11
5081,20
10887,17
8672,21
8116,7
12290,25
11963,12
4734,4
8205,18
1465,16
4593,15
2234,28
3565,26
3903,12
5840,3
283,8
12456,18
9037,10
11526,13
6175,16
9237,7
8642,17
4151,15
7317,19
5938,15
12992,1
8695,23
9381,25
2121,14
12344,4
12478,20
5012,11
5859,5
10354,7
7551,20
3161,4
2630,21
10638,14
12871,13
8986,4
12063,24
1203,11
10880,17
10304,1
616,22
1926,17
3114,26
2641,23
13439,28
12054,23
2562,13
8368,11
7443,7
2728,6
6312,6
5728,17
7012,9
11054,10
8299,2
12011,18
2126,14
8097,5
11074,13
1357,2
8991,4
805,17
4694,27
6978,5
12061,24
11052,10
3140,1
4280,4
5338,24
12593,7
566,15
12895,16
547,13
26,4
1067,22
3918,14
4486,1
6604,14
8191,16
6678,23
5398,3
9289,14
6188,18
12736,25
11142,21
1221,13
8614,13
2548,11
12730,24
437,27
7946,14
11379,23
8066,1
1861,9
2699,2
10806,7
9379,25
8316,4
2481,3
7268,13
11335,17
2706,3
7965,16
326,13
5135,26
6733,2
5325,22
2499,5
1004,14
12787,3
7702,11
8192,17
4011,26
12021,19
534,11
3770,24
3960,20
9606,25
10122,6
585,18
11069,12
12737,25
8057,28
7456,9
5799,25
7810,25
9097,18
491,6
6965,3
9893,5
12389,9
8441,20
7198,4
6464,25
8478,24
10543,2
3548,24
9758,16
1916,16
3185,7
9088,17
6712,28
1910,15
4034,1
11216,3
1133,2
8753,3
5080,20
2518,7
10265,24
1317,25
4368,15
121,16
10291,27
2449,27
9125,21
5662,8
6080,5
7874,5
2601,18
6568,10
1522,23
3484,16
2173,20
3283,19
4554,10
3605,3
11586,21
6429,20
10078,28
7051,14
12195,13
3768,24
5077,19
10990,2
4038,1
3502,18
1407,8
4631,19
9848,28
240,3
4935,1
8526,2
13227,2
7633,3
2579,15
11936,9
3269,17
12844,10
1867,10
5550,22
7621,1
13321,14
13379,21
2521,8
10387,11
1820,4
10782,4
51,7
3888,11
6637,18
5187,5
11808,21
3577,28
4565,11
6725,1
9845,27
10436,17
11065,12
6391,15
7743,16
1858,9
3779,25
12814,6
4961,5
2809,16
12779,2
498,7
10801,7
12403,11
8992,5
5198,6
5072,19
425,26
4284,4
12089,28
7917,10
228,1
9809,23
11456,5
2741,7
5137,27
11760,15
6156,14
11113,18
8396,14
8528,3
2921,2
6001,23
5718,15
9488,11
5583,26
11330,17
3653,9
4323,9
11707,8
1128,2
8687,22
2331,12
2208,25
9345,21
11961,12
8897,21
3153,3
8081,3
11388,24
9583,22
12914,19
6240,25
4990,8
2374,17
6673,23
1632,9
8489,26
2298,8
8651,18
4252,28
10959,26
2721,5
10259,23
9158,25
8209,19
7627,2
10400,13
1736,22
7021,10
9965,14
5736,18
6962,3
9164,26
11226,4
12153,8
9747,15
5094,21
2640,23
7669,7
13178,24
7963,16
9068,14
10919,21
2550,11
8830,12
12536,28
938,6
6768,7
8709,25
12709,21
6449,23
13391,22
6434,21
13069,10
4852,19
2644,23
11751,13
3165,4
3639,7
5069,18
7675,8
6529,5
7414,3
4487,1
2061,6
4645,21
7811,25
2812,16
12612,9
11612,24
12993,1
12086,27
2549,11
9542,17
888,28
10219,18
9699,9
4174,18
11342,18
11771,16
1024,17
11195,28
4848,19
7315,19
11970,13
1951,20
11408,27
351,16
10718,24
983,11
5480,14
10546,3
6702,26
4797,12
7085,18
3662,10
8639,16
6947,1
4657,23
6414,18
7181,2
3150,2
10784,5
11134,20
4813,14
7364,25
5969,19
12789,3
9471,8
5143,27
2939,4
11951,10
4510,4
1340,28
12599,7
1391,6
9066,14
9881,4
10432,17
9780,19
9889,5
8009,22
6146,13
6367,12
1583,2
1412,9
11721,10
11766,15
2256,3
9953,13
9639,1
7821,26
2212,25
5603,1
2622,20
8881,19
6004,23
5417,6
4938,2
9815,23
3624,6
12009,18
4267,2
12075,26
463,2
1754,24
10075,28
8278,27
5638,5
11810,21
6380,14
7346,23
8637,16
378,20
3106,25
4803,13
1335,27
11830,23
13029,5
2716,4
8617,14
9497,12
7048,14
5446,9
9228,6
12127,4
11982,14
1811,3
6322,7
8613,13
8280,28
1894,13
9913,8
10809,8
10471,21
8692,23
7090,19
6221,22
11136,21
1189,9
5194,6
8997,5
9929,10
7301,17
7037,12
3454,12
8874,18
6829,14
7945,14
10651,16
7671,7
7303,17
6428,20
7335,21
13334,15
10017,21
4613,17
3992,24
6691,25
12437,15
1030,17
8323,5
2220,26
3774,24
9537,17
10727,25
12363,6
1755,24
7770,20
9822,24
9416,2
4327,9
12739,25
110,14
12748,26
9964,14
13290,10
5731,17
2917,1
7808,25
10774,3
12252,20
6326,7
9726,12
1515,22
12701,20
12392,10
12177,11
11299,13
2263,3
4479,28
7620,1
11417,28
11277,10
893,28
1490,19
10771,3
1850,8
9864,2
8661,19
324,13
1215,12
8507,28
2933,3
4689,27
9938,11
9642,2
11536,15
12346,4
13070,10
1129,2
731,8
2918,1
7277,14
3084,22
6808,12
4588,14
4304,7
2795,14
7242,10
798,16
6232,24
734,8
7402,2
2244,1
178,23
9303,15
10180,13
1174,7
7653,5
9318,17
1831,5
10861,14
9742,14
12163,9
1781,27
3201,9
198,25
6451,23
11026,7
4087,7
5193,6
548,13
3339,26
12682,18
8268,26
1187,9
10848,13
2532,9
11528,14
2314,10
9923,9
12925,20
11300,13
13322,14
7255,11
66,9
5127,25
4712,2
5214,8
3260,16
5033,14
9124,21
2572,14
9191,1
9661,4
622,22
1681,15
7792,23
787,15
3332,25
6390,15
12890,16
6008,24
11480,8
11861,27
3280,19
1411,9
9455,6
12267,22
11985,15
7420,4
11626,26
515,9
6158,14
478,4
10868,15
7762,19
9195,2
2647,23
11017,6
10758,1
6899,23
2040,4
7706,12
1033,18
8364,10
10881,17
2598,17
8715,26
6191,18
10694,21
8201,18
7237,9
11578,20
11167,24
8236,22
344,16
5521,19
7403,2
7015,9
1871,10
2977,9
10955,26
3986,23
7209,6
12916,19
2888,26
9035,10
4623,18
8486,25
4818,15
9072,15
8746,2
220,28
12358,5
10069,27
11567,18
11184,27
10910,20
7428,5
7974,17
4016,27
7481,12
4248,28
10598,9
12979,27
9407,28
11262,8
5868,6
6487,27
8450,21
7868,4
1264,19
8718,26
4241,27
5650,7
7681,9
12223,16
9706,10
12345,4
4866,21
10114,5
2881,25
1677,14
12470,19
7976,18
901,1
10261,23
12804,5
2296,8
3402,6
7628,2
296,10
11809,21
4153,16
10914,21
7977,18
13230,2
27,4
8018,23
12435,15
6772,7
3829,3
6244,25
12276,23
6486,27
3248,15
10218,18
10633,14
4391,17
8049,27
2580,15
8011,22
13161,22
9142,23
1370,4
13249,5
10171,12
8771,5
5551,22
8388,13
5254,13
681,2
12516,25
4775,9
5422,6
3159,3
9841,27
2987,10
4908,26
1882,12
7387,28
6758,5
9305,16
1940,19
3296,21
3534,22
7966,16
3729,19
490,6
5708,14
1181,8
1375,4
5014,11
12093,28
8814,10
8246,23
626,23
4758,7
12213,15
2112,13
9279,12
10285,26
12770,1
1767,25
11280,11
4180,19
10166,11
10944,25
1462,15
6379,14
2887,25
8022,23
684,2
4539,8
4514,5
10324,3
9601,25
6671,22
6805,11
6453,23
10563,5
1366,3
3916,14
13177,24
2639,22
12720,23
5602,1
12139,6
5729,17
5730,17
8169,14
7204,5
5296,19
9293,14
2300,8
4787,11
2938,4
5659,8
9187,1
11638,27
12034,21
1979,24
5979,20
3803,28
4534,7
9746,15
8222,20
7872,5
3734,19
10776,4
2934,3
8839,13
10076,28
4800,13
2280,6
8072,2
8498,27
6700,26
4469,27
5133,26
13068,10
6681,24
5428,7
998,13
4130,13
5266,15
9470,8
13183,24
1784,28
3182,6
11650,1
7116,22
494,6
8111,6
10430,16
7571,23
2860,22
2038,3
4041,2
12843,10
2897,27
366,18
849,23
10202,16
13072,11
8929,25
7819,26
2653,24
3503,18
9261,10
6095,6
1541,25
12664,16
11914,6
322,13
2031,2
5089,21
8402,15
813,18
7235,9
2528,9
12604,8
9317,17
9869,2
6375,13
6280,2
12368,7
11457,5
5274,16
1079,23
2226,27
7259,12
12432,15
12285,24
3515,20
7482,12
2705,3
10050,25
7726,14
1164,6
3261,16
7698,11
7626,2
1450,14
11824,23
6126,10
4229,25
9015,7
3862,7
2936,4
12361,6
7080,18
3917,14
5487,14
8538,4
10943,24
1723,20
9894,5
7512,16
8114,7
11176,26
4056,4
12785,3
2999,11
9962,14
12121,4
1231,14
1514,22
2313,10
9840,27
1451,14
13433,28
10572,6
9834,26
11156,23
11466,6
4321,9
9113,20
838,21
13325,14
6470,25
13342,16
7500,14
11336,18
3899,12
11427,1
3567,26
12457,18
5452,10
3087,22
8955,28
11621,25
4546,9
4692,27
1714,19
10643,15
4270,2
339,15
9983,16
4086,7
6663,21
903,1
10925,22
3218,11
7516,16
588,18
3365,1
2670,26
5515,18
3589,1
34,5
7118,22
28,4
2395,20
8142,10
5458,11
5506,17
8276,27
2170,20
12603,8
8372,11
889,28
3878,9
3322,24
12632,12
3514,20
8045,26
11208,2
5673,10
9276,12
2774,11
6559,8
3733,19
8377,12
12727,23
10226,19
4528,7
1654,11
4274,3
219,28
223,28
11591,21
7924,11
8071,1
5982,20
4239,26
5882,8
1590,3
9420,2
3256,16
10251,22
8309,3
10934,23
2181,21
8626,15
10038,23
1473,17
6165,15
6103,7
10184,14
5217,9
10879,16
10025,22
4817,15
8452,21
8214,19
6521,4
6507,2
1209,12
7844,1
421,25
11759,14
1706,18
1158,5
2306,9
273,7
171,22
3956,19
5606,1
12419,13
4865,21
8511,28
3188,7
1725,20
10159,10
9166,26
1564,28
1782,27
843,22
12569,4
12900,17
904,2
3494,17
13004,2
8727,27
1547,26
7396,1
11218,3
2080,9
10256,23
10993,3
8187,16
3985,23
9712,11
11691,6
9566,20
9854,28
11011,5
7211,6
4677,25
6533,5
3820,2
5209,8
2646,23
13291,10
10286,26
12414,12
256,5
8863,16
11194,28
4350,12
12466,19
7257,12
5649,7
5923,13
6365,12
10398,12
2155,18
9812,23
7370,26
11946,10
6685,24
3715,17
7656,6
8604,12
4057,4
11903,4
11146,22
3622,5
5648,7
8131,9
6403,17
3102,24
7354,24
558,14
12866,13
12448,17
1436,12
507,8
5275,16
4472,28
1869,10
5663,8
8122,8
5930,14
9383,25
755,11
8743,1
2339,13
4050,3
8855,15
3836,4
12464,19
4386,17
6332,8
11900,4
10460,20
6621,16
2118,13
7680,9
10351,6
729,8
501,7
7873,5
643,25
912,3
1539,25
9533,16
1211,12
7092,19
10714,24
12263,21
672,1
4915,27
6106,8
11403,26
3377,3
4476,28
5615,2
11816,22
1464,16
4745,6
11992,16
1192,10
7152,27
3793,27
1872,11
7445,7
3590,1
8699,24
6360,12
3158,3
7487,12
10851,13
505,8
243,3
7413,3
6719,28
7348,23
5678,10
506,8
10988,2
6501,1
9959,13
8649,18
8065,1
4717,2
6222,22
8298,2
8603,12
8620,14
7581,24
1773,26
7840,1
3010,13
272,7
12631,11
797,16
3618,5
2381,18
2829,18
8384,13
7008,9
5586,27
7708,12
12996,1
11754,14
4633,20
312,12
6510,2
746,10
7707,12
3569,27
790,15
2476,2
8763,4
6120,10
5557,23
12543,28
2570,14
5753,20
8878,18
11949,10
6448,23
5599,28
9824,25
4355,13
7797,23
2163,19
9861,1
9669,5
380,20
12242,19
1292,22
1912,16
9189,1
599,19
3892,11
4141,14
5540,21
1652,11
3634,7
6795,10
13421,26
1893,13
9995,18
1944,20
3395,5
3388,4
6502,1
4362,14
13134,18
375,19
1966,22
3957,19
6195,19
11799,19
4423,21
5351,25
5696,13
1243,16
9145,24
10833,11
8207,18
941,6
9290,14
1471,16
3346,27
4522,6
2657,25
2853,21
7690,10
4506,4
13346,17
12079,26
13141,19
4045,2
10175,12
4062,4
5326,22
8794,8
6578,11
10124,6
2799,14
4306,7
10561,5
5139,27
11050,10
12370,7
7244,10
298,10
3990,23
1049,20
10974,28
3823,2
13283,9
10762,2
2035,3
4039,1
8836,13
8796,8
12579,5
7020,10
1972,23
12337,3
2099,11
1499,20
5205,7
3512,20
7934,12
9410,1
652,26
170,22
6828,14
7130,24
11655,1
4085,7
242,3
10597,9
5798,25
11525,13
4371,15
1644,10
6355,11
7371,26
8483,25
5594,28
2756,9
5794,25
13330,15
12515,25
10094,2
9221,5
5231,10
2076,8
4103,9
7493,13
12853,11
3996,24
4801,13
5968,19
13169,23
7278,14
10622,12
8545,5
3966,20
11776,17
13155,21
12601,8
3603,3
6754,5
8926,24
5849,4
8293,1
8168,14
11177,26
4661,23
4078,6
6054,1
7754,18
11358,20
5974,19
10767,2
12937,22
640,25
1270,19
6215,21
7768,20
2778,12
4603,16
4932,1
6060,2
1985,25
3861,7
7774,20
3480,16
1534,24
325,13
7964,16
10197,15
5764,21
2338,13
12606,8
6394,16
3980,22
10090,2
12590,6
4054,3
2237,28
5229,10
10243,21
4571,12
13000,2
5474,13
7454,8
1268,19
864,25
9185,1
4942,2
2253,2
6010,24
6911,24
13218,1
6998,7
371,19
9640,2
12745,26
7940,13
609,21
4651,22
11243,6
11716,9
9364,23
12489,22
10496,25
11784,18
12968,26
10118,5
5830,1
2364,16
3213,10
7766,19
7148,26
5456,11
911,2
12156,8
11726,10
3789,26
9826,25
11322,16
5581,26
8291,1
12148,7
9396,27
9225,6
5060,17
6842,16
1423,10
13180,24
11825,23
479,4
662,27
9296,15
6437,21
9129,22
12071,25
10911,20
2988,10
1119,28
2776,12
4535,7
11933,8
9535,16
2686,28
6349,10
7189,3
11114,18
9921,9
8721,27
5573,25
6135,11
5269,15
4427,22
10472,22
5247,12
12313,28
3981,22
9683,7
7825,27
12800,5
2893,26
2669,26
3977,22
8860,16
279,7
10599,9
9982,16
7507,15
8788,7
9927,9
11853,26
10186,14
7452,8
9378,25
5197,6
4664,24
1694,16
11976,14
5018,12
6133,11
3479,15
11027,7
7803,24
5554,23
4416,21
12518,25
4155,16
9084,16
4883,23
5807,26
3809,1
2552,12
11583,20
10709,23
4296,6
8288,1
4683,26
9149,24
11313,15
9628,28
12327,1
12120,4
5593,28
11051,10
2209,25
10590,8
9707,10
5402,4
2410,22
6897,23
4563,11
184,24
9045,11
9394,27
7887,6
1269,19
4516,5
2350,14
553,14
1397,7
1384,6
8414,16
8677,21
5856,5
4903,25
297,10
443,28
11822,22
10420,15
5215,8
7960,16
10417,15
8821,11
5715,15
2077,8
9536,17
11323,16
6017,25
4751,6
8413,16
12321,1
2229,27
9089,17
2842,20
2537,10
194,25
11399,25
7362,25
6636,18
7498,14
5290,18
817,19
3367,1
8184,16
6553,8
2578,15
1131,2
11768,16
7959,15
9240,8
5505,17
6854,17
6761,6
5300,19
8480,25
10388,11
320,13
7135,24
1371,4
4042,2
13194,26
8297,2
2654,24
907,2
305,11
3950,18
5529,20
3398,5
10759,1
10120,6
9966,14
11287,11
926,4
244,3
7469,10
143,18
5983,20
8151,11
2363,16
9855,28
129,17
1161,6
9338,20
13164,22
5953,17
287,8
12582,5
5308,20
1170,7
11680,5
8248,24
6792,10
9859,1
1859,9
11965,12
10999,3
6781,8
9141,23
3121,27
1311,24
1032,18
8982,3
6382,14
7910,9
931,5
691,3
8889,20
6364,12
1909,15
11975,13
12694,19
44,6
3939,17
7108,21
4319,8
2965,7
3969,21
12033,21
12854,11
7478,11
6308,5
4159,16
3092,23
10511,26
7954,15
5555,23
3982,22
11421,28
6940,28
1404,8
3195,8
9213,4
9214,4
8742,1
969,10
10909,20
6543,6
2843,20
2851,21
11076,13
11440,3
5956,17
10731,26
4471,27
8757,3
10794,6
1789,28
11126,19
2059,6
7143,25
9245,8
1902,14
4686,26
9820,24
8090,4
4922,28
6785,9
11947,10
75,10
2345,14
6447,22
4586,14
13226,2
8660,19
11778,17
1553,27
5874,7
11179,26
13114,16
10067,27
5695,12
2941,4
8949,27
10780,4
7381,27
10835,11
1620,7
13428,27
7905,9
10902,19
6782,8
11798,19
9002,6
1609,6
3096,24
2415,22
10509,26
2017,1
2971,8
13174,23
3246,14
124,16
1106,27
1814,3
12310,27
2123,14
12618,10
9418,2
9624,28
12991,28
2197,23
4051,3
1216,13
7701,11
725,7
808,18
10084,1
9375,24
4906,26
9389,26
12138,6
3962,20
10423,15
2671,26
1764,25
9620,27
607,20
8621,14
8710,25
3217,11
5737,18
2053,5
3164,4
9440,5
10307,1
11945,10
1657,12
8069,1
2710,3
12413,12
7549,20
4266,2
6715,28
422,25
5316,21
2845,20
4066,5
11832,24
5244,12
1001,14
4198,21
2418,23
3575,27
6726,1
